Date Joined Venmo,Date First Used Pay With Venmo,Phone,Age,State,,,,,,,,,,,,,,,
8/3/16,8/8/16,iPhone,,NY,,,,,,,,,,,,,,,
8/3/16,8/8/16,Android,35,NY,,,,,,,,,,,,,,,
8/3/16,8/7/16,iPhone,12,AZ,,,,,,,,,,,,,,,
8/3/16,8/14/16,iPhone,26,NY,,,,,,,,,,,,,,,
8/3/16,8/5/16,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,9/14/16,iPhone,,NY,,,,,,,,,,,,,,,
8/3/16,8/23/16,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,8/19/16,Android,,IL,,,,,,,,,,,,,,,
8/3/16,8/9/16,Android,,TX,,,,,,,,,,,,,,,
8/3/16,8/5/16,Android,,CA,,,,,,,,,,,,,,,
8/3/16,8/8/16,iPhone,,NJ,,,,,,,,,,,,,,,
8/3/16,8/8/16,iPhone,,NY,,,,,,,,,,,,,,,
8/3/16,8/8/16,iPhone,,AZ,,,,,,,,,,,,,,,
8/3/16,8/19/16,iPhone,46,MD,,,,,,,,,,,,,,,
8/3/16,8/5/16,iPhone,,FL,,,,,,,,,,,,,,,
8/3/16,8/8/16,Android,,DC,,,,,,,,,,,,,,,
8/3/16,11/23/16,iPhone,,TX,,,,,,,,,,,,,,,
8/3/16,8/5/16,Android,,CA,,,,,,,,,,,,,,,
8/3/16,9/25/16,iPhone,,GA,,,,,,,,,,,,,,,
8/3/16,8/8/16,iPhone,,IN,,,,,,,,,,,,,,,
8/3/16,9/9/16,Android,,OR,,,,,,,,,,,,,,,
8/3/16,,Android,,NY,,,,,,,,,,,,,,,
8/3/16,,Android,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,34,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,18,TX,,,,,,,,,,,,,,,
8/3/16,,iPhone,,GA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,MA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,29,PA,,,,,,,,,,,,,,,
8/3/16,,Android,,NY,,,,,,,,,,,,,,,
8/3/16,,iPhone,,TX,,,,,,,,,,,,,,,
8/3/16,,iPhone,,TX,,,,,,,,,,,,,,,
8/3/16,,iPhone,,WA,,,,,,,,,,,,,,,
8/3/16,,iPhone,21,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NJ,,,,,,,,,,,,,,,
8/3/16,,Android,,IL,,,,,,,,,,,,,,,
8/3/16,,Android,19,CA,,,,,,,,,,,,,,,
8/3/16,,Android,,OH,,,,,,,,,,,,,,,
8/3/16,,Android,,MS,,,,,,,,,,,,,,,
8/3/16,,Android,,NY,,,,,,,,,,,,,,,
8/3/16,,iPhone,,TX,,,,,,,,,,,,,,,
8/3/16,,Android,35,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,MA,,,,,,,,,,,,,,,
8/3/16,,Android,19,MA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,14,GA,,,,,,,,,,,,,,,
8/3/16,,Android,37,MA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,MA,,,,,,,,,,,,,,,
8/3/16,,Android,,CA,,,,,,,,,,,,,,,
8/3/16,,Android,18,MA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,IL,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NJ,,,,,,,,,,,,,,,
8/3/16,,iPhone,,OH,,,,,,,,,,,,,,,
8/3/16,,iPhone,17,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,13,NY,,,,,,,,,,,,,,,
8/3/16,,iPhone,,MI,,,,,,,,,,,,,,,
8/3/16,,Android,21,PA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NC,,,,,,,,,,,,,,,
8/3/16,,iPhone,23,CT,,,,,,,,,,,,,,,
8/3/16,,iPhone,11,GA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NY,,,,,,,,,,,,,,,
8/3/16,,iPhone,,DC,,,,,,,,,,,,,,,
8/3/16,,iPhone,,VA,,,,,,,,,,,,,,,
8/3/16,,iPhone,30,FL,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NJ,,,,,,,,,,,,,,,
8/3/16,,iPhone,,TX,,,,,,,,,,,,,,,
8/3/16,,Android,,OR,,,,,,,,,,,,,,,
8/3/16,,Android,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NC,,,,,,,,,,,,,,,
8/3/16,,iPhone,30,CA,,,,,,,,,,,,,,,
8/3/16,,Android,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,AR,,,,,,,,,,,,,,,
8/3/16,,iPhone,21,CA,,,,,,,,,,,,,,,
8/3/16,,Android,12,MA,,,,,,,,,,,,,,,
8/3/16,,iPhone,36,FL,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,TX,,,,,,,,,,,,,,,
8/3/16,,iPhone,19,IN,,,,,,,,,,,,,,,
8/3/16,,iPhone,34,IA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NJ,,,,,,,,,,,,,,,
8/3/16,,Android,,IN,,,,,,,,,,,,,,,
8/3/16,,Android,,NY,,,,,,,,,,,,,,,
8/3/16,,Android,17,WA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,PA,,,,,,,,,,,,,,,
8/3/16,,Android,,IL,,,,,,,,,,,,,,,
8/3/16,,iPhone,,MA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,GA,,,,,,,,,,,,,,,
8/3/16,,iPhone,26,CA,,,,,,,,,,,,,,,
8/3/16,,Android,,FL,,,,,,,,,,,,,,,
8/3/16,,Android,,NY,,,,,,,,,,,,,,,
8/3/16,,Android,11,NY,,,,,,,,,,,,,,,
8/3/16,,iPhone,,WI,,,,,,,,,,,,,,,
8/3/16,,iPhone,28,NY,,,,,,,,,,,,,,,
8/3/16,,iPhone,,MI,,,,,,,,,,,,,,,
8/3/16,,iPhone,25,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,Android,15,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,31,NJ,,,,,,,,,,,,,,,
8/3/16,,Android,20,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NJ,,,,,,,,,,,,,,,
8/3/16,,iPhone,,GA,,,,,,,,,,,,,,,
8/3/16,,iPhone,34,TN,,,,,,,,,,,,,,,
8/3/16,,iPhone,24,MA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,PA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NJ,,,,,,,,,,,,,,,
8/3/16,,iPhone,19,TX,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CT,,,,,,,,,,,,,,,
8/3/16,,iPhone,,VA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,RI,,,,,,,,,,,,,,,
8/3/16,,Android,,PA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,TX,,,,,,,,,,,,,,,
8/3/16,,Android,10,IL,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NJ,,,,,,,,,,,,,,,
8/3/16,,iPhone,38,IL,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,13,NY,,,,,,,,,,,,,,,
8/3/16,,Android,,MA,,,,,,,,,,,,,,,
8/3/16,,Android,,OH,,,,,,,,,,,,,,,
8/3/16,,iPhone,,MA,,,,,,,,,,,,,,,
8/3/16,,iPhone,10,WA,,,,,,,,,,,,,,,
8/3/16,,iPhone,25,NY,,,,,,,,,,,,,,,
8/3/16,,Android,,NY,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NJ,,,,,,,,,,,,,,,
8/3/16,,Android,24,NV,,,,,,,,,,,,,,,
8/3/16,,Android,,CT,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CO,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NJ,,,,,,,,,,,,,,,
8/3/16,,Android,,MO,,,,,,,,,,,,,,,
8/3/16,,Android,22,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,OH,,,,,,,,,,,,,,,
8/3/16,,iPhone,15,NY,,,,,,,,,,,,,,,
8/3/16,,Android,38,NY,,,,,,,,,,,,,,,
8/3/16,,iPhone,,TX,,,,,,,,,,,,,,,
8/3/16,,Android,,NY,,,,,,,,,,,,,,,
8/3/16,,Android,,NY,,,,,,,,,,,,,,,
8/3/16,,iPhone,11,CA,,,,,,,,,,,,,,,
8/3/16,,Android,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,32,TN,,,,,,,,,,,,,,,
8/3/16,,Android,,TX,,,,,,,,,,,,,,,
8/3/16,,iPhone,,VA,,,,,,,,,,,,,,,
8/3/16,,Android,,NJ,,,,,,,,,,,,,,,
8/3/16,,Android,25,NJ,,,,,,,,,,,,,,,
8/3/16,,Android,,GA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NY,,,,,,,,,,,,,,,
8/3/16,,iPhone,,MO,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,Android,,CO,,,,,,,,,,,,,,,
8/3/16,,iPhone,,TX,,,,,,,,,,,,,,,
8/3/16,,Android,9,PA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,MA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,OH,,,,,,,,,,,,,,,
8/3/16,,Android,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,20,MA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,TX,,,,,,,,,,,,,,,
8/3/16,,iPhone,,TN,,,,,,,,,,,,,,,
8/3/16,,iPhone,,FL,,,,,,,,,,,,,,,
8/3/16,,iPhone,,TX,,,,,,,,,,,,,,,
8/3/16,,iPhone,,TX,,,,,,,,,,,,,,,
8/3/16,,iPhone,,UT,,,,,,,,,,,,,,,
8/3/16,,Android,37,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NY,,,,,,,,,,,,,,,
8/3/16,,iPhone,,PA,,,,,,,,,,,,,,,
8/3/16,,iPhone,11,CT,,,,,,,,,,,,,,,
8/3/16,,Android,,CA,,,,,,,,,,,,,,,
8/3/16,,Android,,FL,,,,,,,,,,,,,,,
8/3/16,,Android,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,FL,,,,,,,,,,,,,,,
8/3/16,,iPhone,,GA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CO,,,,,,,,,,,,,,,
8/3/16,,iPhone,,TX,,,,,,,,,,,,,,,
8/3/16,,Android,,NH,,,,,,,,,,,,,,,
8/3/16,,iPhone,35,CO,,,,,,,,,,,,,,,
8/3/16,,iPhone,,DC,,,,,,,,,,,,,,,
8/3/16,,iPhone,,MA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,UT,,,,,,,,,,,,,,,
8/3/16,,Android,13,CA,,,,,,,,,,,,,,,
8/3/16,,Android,,UT,,,,,,,,,,,,,,,
8/3/16,,Android,25,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NY,,,,,,,,,,,,,,,
8/3/16,,Android,13,IL,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NJ,,,,,,,,,,,,,,,
8/3/16,,iPhone,16,MD,,,,,,,,,,,,,,,
8/3/16,,iPhone,,MD,,,,,,,,,,,,,,,
8/3/16,,Android,,TX,,,,,,,,,,,,,,,
8/3/16,,iPhone,14,WA,,,,,,,,,,,,,,,
8/3/16,,Android,35,MA,,,,,,,,,,,,,,,
8/3/16,,Android,,SC,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,Android,,FL,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,MO,,,,,,,,,,,,,,,
8/3/16,,Android,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,38,PA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,WA,,,,,,,,,,,,,,,
8/3/16,,iPhone,12,CA,,,,,,,,,,,,,,,
8/3/16,,Android,,ME,,,,,,,,,,,,,,,
8/3/16,,iPhone,,VA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NY,,,,,,,,,,,,,,,
8/3/16,,iPhone,24,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,31,MI,,,,,,,,,,,,,,,
8/3/16,,iPhone,11,NY,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NH,,,,,,,,,,,,,,,
8/3/16,,iPhone,12,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,IL,,,,,,,,,,,,,,,
8/3/16,,Android,,CO,,,,,,,,,,,,,,,
8/3/16,,Android,29,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,26,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,25,CO,,,,,,,,,,,,,,,
8/3/16,,Android,,CA,,,,,,,,,,,,,,,
8/3/16,,iPhone,,UT,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NJ,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/3/16,,Android,,MO,,,,,,,,,,,,,,,
8/3/16,,iPhone,,NH,,,,,,,,,,,,,,,
8/3/16,,Android,,TX,,,,,,,,,,,,,,,
8/3/16,,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/10/16,Android,,CA,,,,,,,,,,,,,,,
8/4/16,8/23/16,iPhone,,NJ,,,,,,,,,,,,,,,
8/4/16,8/13/16,Android,,IL,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,,NJ,,,,,,,,,,,,,,,
8/4/16,8/26/16,iPhone,,NY,,,,,,,,,,,,,,,
8/4/16,8/8/16,Android,21,WA,,,,,,,,,,,,,,,
8/4/16,8/10/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,9/1/16,iPhone,,FL,,,,,,,,,,,,,,,
8/4/16,9/2/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,17,CA,,,,,,,,,,,,,,,
8/4/16,8/11/16,iPhone,27,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,9,CA,,,,,,,,,,,,,,,
8/4/16,8/31/16,iPhone,,TX,,,,,,,,,,,,,,,
8/4/16,8/13/16,Android,,NY,,,,,,,,,,,,,,,
8/4/16,8/15/16,Android,,NC,,,,,,,,,,,,,,,
8/4/16,8/20/16,Android,,NY,,,,,,,,,,,,,,,
8/4/16,9/6/16,Android,19,NM,,,,,,,,,,,,,,,
8/4/16,8/8/16,Android,23,CA,,,,,,,,,,,,,,,
8/4/16,10/9/16,iPhone,,FL,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,FL,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/8/16,Android,,TX,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,,CA,,,,,,,,,,,,,,,
8/4/16,8/13/16,iPhone,35,CA,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,20,MD,,,,,,,,,,,,,,,
8/4/16,8/17/16,iPhone,,MA,,,,,,,,,,,,,,,
8/4/16,8/26/16,iPhone,115,MD,,,,,,,,,,,,,,,
8/4/16,8/21/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,15,PA,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/20/16,iPhone,,FL,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,,WA,,,,,,,,,,,,,,,
8/4/16,8/13/16,iPhone,,VA,,,,,,,,,,,,,,,
8/4/16,8/16/16,iPhone,,NY,,,,,,,,,,,,,,,
8/4/16,8/12/16,Android,56,GA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,28,NY,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,OH,,,,,,,,,,,,,,,
8/4/16,8/19/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,15,NV,,,,,,,,,,,,,,,
8/4/16,8/8/16,Android,,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,18,TX,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,68,CA,,,,,,,,,,,,,,,
8/4/16,8/8/16,Android,,PA,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,,CA,,,,,,,,,,,,,,,
8/4/16,8/10/16,iPhone,,MA,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,34,FL,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,14,IL,,,,,,,,,,,,,,,
8/4/16,10/21/16,iPhone,,NY,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,,NY,,,,,,,,,,,,,,,
8/4/16,8/17/16,iPhone,24,CA,,,,,,,,,,,,,,,
8/4/16,8/10/16,iPhone,,CO,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,10,NY,,,,,,,,,,,,,,,
8/4/16,2/16/17,Android,17,UT,,,,,,,,,,,,,,,
8/4/16,11/1/16,Android,,DC,,,,,,,,,,,,,,,
8/4/16,8/11/16,iPhone,12,MA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,MD,,,,,,,,,,,,,,,
8/4/16,8/21/16,iPhone,27,OH,,,,,,,,,,,,,,,
8/4/16,10/1/16,Android,,CA,,,,,,,,,,,,,,,
8/4/16,9/6/16,iPhone,,CO,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,,NY,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,NJ,,,,,,,,,,,,,,,
8/4/16,8/11/16,iPhone,,RI,,,,,,,,,,,,,,,
8/4/16,8/19/16,iPhone,,RI,,,,,,,,,,,,,,,
8/4/16,2/25/17,Android,,DC,,,,,,,,,,,,,,,
8/4/16,8/10/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/11/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,36,CA,,,,,,,,,,,,,,,
8/4/16,8/18/16,iPhone,17,CA,,,,,,,,,,,,,,,
8/4/16,8/18/16,iPhone,,CO,,,,,,,,,,,,,,,
8/4/16,8/17/16,iPhone,,DC,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,,FL,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,17,CA,,,,,,,,,,,,,,,
8/4/16,8/8/16,Android,,DC,,,,,,,,,,,,,,,
8/4/16,8/8/16,Android,,IL,,,,,,,,,,,,,,,
8/4/16,8/19/16,Android,,WA,,,,,,,,,,,,,,,
8/4/16,9/26/16,iPhone,31,TX,,,,,,,,,,,,,,,
8/4/16,10/22/16,Android,37,NY,,,,,,,,,,,,,,,
8/4/16,9/2/16,Android,,WI,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,35,DE,,,,,,,,,,,,,,,
8/4/16,9/6/16,iPhone,23,GA,,,,,,,,,,,,,,,
8/4/16,8/8/16,Android,,TX,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,23,UT,,,,,,,,,,,,,,,
8/4/16,8/11/16,iPhone,,AZ,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,NJ,,,,,,,,,,,,,,,
8/4/16,8/25/16,iPhone,,TX,,,,,,,,,,,,,,,
8/4/16,8/25/16,Android,,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,9/7/16,Android,27,NY,,,,,,,,,,,,,,,
8/4/16,8/10/16,iPhone,11,FL,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,42,WI,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,24,NH,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,33,NY,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,,VA,,,,,,,,,,,,,,,
8/4/16,9/15/16,iPhone,21,CA,,,,,,,,,,,,,,,
8/4/16,8/11/16,Android,,CA,,,,,,,,,,,,,,,
8/4/16,8/27/16,iPhone,10,MI,,,,,,,,,,,,,,,
8/4/16,12/28/16,iPhone,,TN,,,,,,,,,,,,,,,
8/4/16,8/19/16,Android,,FL,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,13,DE,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,MA,,,,,,,,,,,,,,,
8/4/16,8/18/16,iPhone,12,UT,,,,,,,,,,,,,,,
8/4/16,8/12/16,Android,,NY,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,33,VA,,,,,,,,,,,,,,,
8/4/16,8/10/16,Android,27,CA,,,,,,,,,,,,,,,
8/4/16,8/30/16,Android,27,NJ,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,,NJ,,,,,,,,,,,,,,,
8/4/16,2/27/17,Android,,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/23/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,,MD,,,,,,,,,,,,,,,
8/4/16,11/9/16,iPhone,,FL,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,,TN,,,,,,,,,,,,,,,
8/4/16,8/11/16,Android,,NY,,,,,,,,,,,,,,,
8/4/16,9/7/16,iPhone,,CT,,,,,,,,,,,,,,,
8/4/16,8/16/16,iPhone,,MD,,,,,,,,,,,,,,,
8/4/16,11/6/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/5/16,iPhone,,NY,,,,,,,,,,,,,,,
8/4/16,8/17/16,Android,16,NJ,,,,,,,,,,,,,,,
8/4/16,9/24/16,iPhone,,TX,,,,,,,,,,,,,,,
8/4/16,11/10/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,9/15/16,iPhone,,NY,,,,,,,,,,,,,,,
8/4/16,8/5/16,Android,,FL,,,,,,,,,,,,,,,
8/4/16,8/11/16,iPhone,35,TX,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,28,CA,,,,,,,,,,,,,,,
8/4/16,8/21/16,Android,,VA,,,,,,,,,,,,,,,
8/4/16,8/13/16,Android,,ND,,,,,,,,,,,,,,,
8/4/16,9/7/16,Android,59,FL,,,,,,,,,,,,,,,
8/4/16,8/5/16,iPhone,27,FL,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,,CO,,,,,,,,,,,,,,,
8/4/16,8/17/16,iPhone,,GA,,,,,,,,,,,,,,,
8/4/16,9/15/16,Android,,CA,,,,,,,,,,,,,,,
8/4/16,10/26/16,Android,,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,CO,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,37,DE,,,,,,,,,,,,,,,
8/4/16,8/20/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/20/16,Android,,NY,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,MS,,,,,,,,,,,,,,,
8/4/16,9/20/16,iPhone,,TX,,,,,,,,,,,,,,,
8/4/16,8/12/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,19,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,17,CA,,,,,,,,,,,,,,,
8/4/16,9/21/16,iPhone,,PA,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,11,FL,,,,,,,,,,,,,,,
8/4/16,8/10/16,Android,22,CA,,,,,,,,,,,,,,,
8/4/16,9/1/16,iPhone,16,NY,,,,,,,,,,,,,,,
8/4/16,9/3/16,iPhone,,IL,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,NY,,,,,,,,,,,,,,,
8/4/16,8/10/16,Android,,NJ,,,,,,,,,,,,,,,
8/4/16,9/2/16,iPhone,,WA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,AL,,,,,,,,,,,,,,,
8/4/16,8/5/16,iPhone,29,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,Android,,TX,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,35,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,21,DC,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,50,DE,,,,,,,,,,,,,,,
8/4/16,8/13/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/5/16,Android,,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,32,MD,,,,,,,,,,,,,,,
8/4/16,9/6/16,iPhone,,MO,,,,,,,,,,,,,,,
8/4/16,11/15/16,Android,15,MS,,,,,,,,,,,,,,,
8/4/16,8/5/16,iPhone,74,CA,,,,,,,,,,,,,,,
8/4/16,8/30/16,iPhone,9,RI,,,,,,,,,,,,,,,
8/4/16,9/3/16,Android,,NY,,,,,,,,,,,,,,,
8/4/16,8/27/16,Android,,MO,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,,NY,,,,,,,,,,,,,,,
8/4/16,8/13/16,iPhone,19,CA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,27,TX,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/13/16,iPhone,,PA,,,,,,,,,,,,,,,
8/4/16,8/8/16,iPhone,,NM,,,,,,,,,,,,,,,
8/4/16,12/1/16,Android,26,DC,,,,,,,,,,,,,,,
8/4/16,8/24/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/19/16,Android,,WA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,NY,,,,,,,,,,,,,,,
8/4/16,8/10/16,iPhone,,NY,,,,,,,,,,,,,,,
8/4/16,8/25/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/12/16,iPhone,25,CA,,,,,,,,,,,,,,,
8/4/16,10/1/16,Android,,TX,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,27,NJ,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,CA,,,,,,,,,,,,,,,
8/4/16,8/20/16,Android,,CA,,,,,,,,,,,,,,,
8/4/16,8/26/16,Android,,SC,,,,,,,,,,,,,,,
8/4/16,9/6/16,iPhone,,TN,,,,,,,,,,,,,,,
8/4/16,8/10/16,iPhone,23,LA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,PA,,,,,,,,,,,,,,,
8/4/16,8/9/16,iPhone,,FL,,,,,,,,,,,,,,,
