Date Joined Venmo,Date First Used Pay With Venmo,Phone,Age,State
4/3/17,4/6/17,Android,13,AZ
4/3/17,4/6/17,iPhone,,MD
4/3/17,4/7/17,Android,,NY
4/3/17,4/9/17,iPhone,,IL
4/3/17,4/12/17,iPhone,,CA
4/3/17,4/7/17,iPhone,,CA
4/3/17,4/6/17,iPhone,,NY
4/3/17,4/5/17,iPhone,,CA
4/3/17,4/6/17,iPhone,15,GA
4/3/17,4/6/17,Android,15,NY
4/3/17,4/5/17,Android,32,AZ
4/3/17,4/6/17,iPhone,,MI
4/3/17,4/18/17,iPhone,,CA
4/3/17,4/13/17,Android,,NH
4/3/17,4/7/17,Android,,NY
4/3/17,4/12/17,iPhone,,UT
4/3/17,4/6/17,Android,13,NY
4/3/17,4/6/17,iPhone,34,CA
4/3/17,4/4/17,iPhone,,OR
4/3/17,4/5/17,Android,33,TX
4/3/17,4/5/17,Android,28,WA
4/3/17,4/6/17,iPhone,14,NC
4/3/17,4/26/17,iPhone,30,MD
4/3/17,4/5/17,iPhone,,CA
4/3/17,4/16/17,iPhone,,NY
4/3/17,4/9/17,iPhone,,NJ
4/3/17,4/29/17,iPhone,,CA
4/3/17,4/12/17,iPhone,,PA
4/3/17,4/9/17,Android,,MO
4/3/17,4/19/17,iPhone,,NY
4/3/17,4/10/17,iPhone,,WI
4/3/17,4/23/17,iPhone,,NC
4/3/17,4/11/17,Android,28,FL
4/3/17,4/21/17,iPhone,,TX
4/3/17,4/5/17,Android,8,TX
4/3/17,4/5/17,iPhone,,FL
4/3/17,4/6/17,iPhone,40,NC
4/3/17,4/6/17,iPhone,20,MA
4/3/17,4/19/17,iPhone,,OH
4/3/17,4/6/17,Android,,PA
4/3/17,4/10/17,iPhone,,OH
4/3/17,4/6/17,iPhone,,CA
4/3/17,4/13/17,Android,,CT
4/3/17,4/15/17,iPhone,,CA
4/3/17,4/14/17,iPhone,,NC
4/3/17,4/13/17,iPhone,,CA
4/3/17,4/6/17,iPhone,21,CA
4/3/17,4/6/17,Android,,CA
4/3/17,4/11/17,iPhone,,NY
4/3/17,4/5/17,iPhone,,GA
4/3/17,4/6/17,Android,,CA
4/3/17,4/7/17,Android,,NY
4/3/17,4/6/17,iPhone,,TX
4/3/17,4/6/17,Android,,MO
4/3/17,4/6/17,iPhone,,CA
4/3/17,4/7/17,iPhone,,TX
4/3/17,4/6/17,Android,,GA
4/3/17,4/7/17,Android,,NC
4/3/17,4/12/17,iPhone,,CA
4/3/17,4/8/17,Android,,CA
4/3/17,4/6/17,Android,,SC
4/3/17,4/10/17,Android,,UT
4/3/17,4/26/17,Android,,MN
4/3/17,4/6/17,Android,23,GA
4/3/17,4/6/17,iPhone,,NY
4/3/17,4/27/17,iPhone,,DC
4/3/17,4/10/17,Android,,TX
4/3/17,4/5/17,iPhone,,TN
4/3/17,4/7/17,iPhone,,OR
4/3/17,4/6/17,iPhone,,SC
4/3/17,4/10/17,iPhone,,IL
4/3/17,4/5/17,iPhone,,MA
4/3/17,4/6/17,Android,,NJ
4/3/17,4/27/17,iPhone,,NJ
4/3/17,4/5/17,iPhone,,PA
4/3/17,4/6/17,iPhone,,MI
4/3/17,4/6/17,iPhone,,FL
4/3/17,4/30/17,iPhone,,VA
4/3/17,4/28/17,iPhone,,MD
4/3/17,4/10/17,Android,,CA
4/3/17,4/15/17,iPhone,,NY
4/3/17,4/7/17,iPhone,,NV
4/3/17,4/12/17,iPhone,,CA
4/3/17,4/17/17,iPhone,,CA
4/3/17,4/6/17,iPhone,,NY
4/3/17,4/14/17,iPhone,,CA
4/3/17,4/5/17,Android,30,VA
4/3/17,4/6/17,iPhone,,CO
4/3/17,4/10/17,Android,80,GA
4/3/17,4/8/17,iPhone,,PA
4/3/17,4/15/17,iPhone,,FL
4/3/17,4/17/17,iPhone,,TX
4/3/17,4/6/17,iPhone,,IL
4/3/17,4/15/17,Android,,MD
4/3/17,4/5/17,Android,,NY
4/3/17,4/18/17,iPhone,,CA
4/3/17,4/5/17,iPhone,,MA
4/3/17,4/5/17,Android,,FL
4/3/17,4/10/17,iPhone,,CA
4/3/17,4/6/17,iPhone,,MA
4/3/17,4/22/17,Android,,TN
4/3/17,4/6/17,Android,,CA
4/3/17,4/6/17,iPhone,,IL
4/3/17,4/6/17,Android,,MO
4/3/17,4/5/17,Android,,NY
4/3/17,4/15/17,iPhone,,MD
4/3/17,4/14/17,Android,,TX
4/3/17,4/7/17,iPhone,,MA
4/3/17,4/7/17,iPhone,,PA
4/3/17,4/11/17,Android,,CA
4/3/17,4/12/17,iPhone,,PA
4/3/17,4/7/17,iPhone,,CA
4/3/17,4/12/17,iPhone,,CT
4/3/17,4/11/17,iPhone,,GA
4/3/17,4/6/17,iPhone,28,NY
4/3/17,4/11/17,Android,27,GA
4/3/17,4/5/17,Android,,PA
4/3/17,4/28/17,iPhone,,CA
4/3/17,4/9/17,Android,,GA
4/3/17,4/6/17,iPhone,,NJ
4/4/17,,iPhone,31,CA
4/4/17,,iPhone,,PA
4/4/17,,iPhone,24,CA
4/4/17,,iPhone,14,GA
4/4/17,,Android,,CT
4/4/17,,iPhone,,MN
4/4/17,,iPhone,,CA
4/4/17,,Android,,MN
4/4/17,,iPhone,,NJ
4/4/17,,Android,,NJ
4/4/17,,Android,,FL
4/4/17,,iPhone,,OH
4/4/17,,iPhone,,NY
4/4/17,,iPhone,,CA
4/4/17,,Android,30,NJ
4/4/17,,iPhone,19,NY
4/4/17,,iPhone,29,MA
4/4/17,,iPhone,,MA
4/4/17,,iPhone,,CA
4/4/17,,Android,,CA
4/4/17,,iPhone,,CO
4/4/17,,iPhone,12,HI
4/4/17,,iPhone,,NV
4/4/17,,iPhone,,TX
4/4/17,,iPhone,11,NJ
4/4/17,,iPhone,,NC
4/4/17,,Android,,TX
4/4/17,,iPhone,,NY
4/4/17,,iPhone,,TX
4/4/17,,iPhone,26,CA
4/4/17,,iPhone,,TX
4/4/17,,iPhone,,IA
4/4/17,,Android,6,CA
4/4/17,,iPhone,,FL
4/4/17,,iPhone,,CA
4/4/17,,Android,20,GA
4/4/17,,iPhone,26,MO
4/4/17,,iPhone,,NJ
4/4/17,,Android,18,NY
4/4/17,,iPhone,,NC
4/4/17,,iPhone,9,NC
4/4/17,,iPhone,,UT
4/4/17,,iPhone,30,AL
4/4/17,,iPhone,13,CA
4/4/17,,Android,18,CA
4/4/17,,iPhone,,CA
4/4/17,,Android,,CA
4/4/17,,iPhone,,TN
4/4/17,,iPhone,16,CA
4/4/17,,iPhone,,NJ
4/4/17,,Android,,OR
4/4/17,,iPhone,16,AL
4/4/17,,Android,,GA
4/4/17,,iPhone,,AZ
4/4/17,,Android,16,NY
4/4/17,,iPhone,,NJ
4/4/17,,Android,,MA
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,NM
4/4/17,,Android,,CA
4/4/17,,iPhone,24,NY
4/4/17,,iPhone,,GA
4/4/17,,iPhone,,NY
4/4/17,,iPhone,,PA
4/4/17,,iPhone,,GA
4/4/17,,Android,,PA
4/4/17,,Android,,NY
4/4/17,,iPhone,,FL
4/4/17,,Android,,NJ
4/4/17,,iPhone,19,PA
4/4/17,,Android,,PA
4/4/17,,Android,,MI
4/4/17,,Android,32,WA
4/4/17,,Android,24,OH
4/4/17,,Android,,TX
4/4/17,,iPhone,,WI
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,MA
4/4/17,,iPhone,,TX
4/4/17,,Android,25,CO
4/4/17,,iPhone,,MA
4/4/17,,Android,,CA
4/4/17,,Android,,KY
4/4/17,,iPhone,,MD
4/4/17,,iPhone,38,LA
4/4/17,,iPhone,,PA
4/4/17,,iPhone,,MA
4/4/17,,iPhone,10,MA
4/4/17,,iPhone,28,NY
4/4/17,,iPhone,15,NJ
4/4/17,,iPhone,,TX
4/4/17,,Android,23,VA
4/4/17,,iPhone,,AZ
4/4/17,,iPhone,,NC
4/4/17,,Android,17,NY
4/4/17,,iPhone,,AL
4/4/17,,iPhone,,FL
4/4/17,,iPhone,,NE
4/4/17,,Android,,CT
4/4/17,,iPhone,,PA
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,FL
4/4/17,,Android,,FL
4/4/17,,iPhone,,NJ
4/4/17,,iPhone,,MA
4/4/17,,iPhone,,GA
4/4/17,,Android,,IL
4/4/17,,iPhone,,CA
4/4/17,,Android,,TX
4/4/17,,Android,,MA
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,CT
4/4/17,,iPhone,,CA
4/4/17,,Android,,MI
4/4/17,,iPhone,,MN
4/4/17,,iPhone,,ME
4/4/17,,Android,,OH
4/4/17,,iPhone,,IL
4/4/17,,Android,,GA
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,VA
4/4/17,,iPhone,,NY
4/4/17,,iPhone,33,IL
4/4/17,,Android,,NJ
4/4/17,,Android,,CA
4/4/17,,iPhone,24,MI
4/4/17,,Android,,NY
4/4/17,,iPhone,,NH
4/4/17,,Android,,SC
4/4/17,,Android,,TX
4/4/17,,iPhone,,MA
4/4/17,,Android,,LA
4/4/17,,Android,,NV
4/4/17,,Android,,MA
4/4/17,,Android,,IL
4/4/17,,Android,,CA
4/4/17,,Android,27,MA
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,MA
4/4/17,,iPhone,10,MA
4/4/17,,iPhone,25,CT
4/4/17,,Android,,CA
4/4/17,,iPhone,,NY
4/4/17,,iPhone,17,CA
4/4/17,,iPhone,,FL
4/4/17,,Android,,CA
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,CA
4/4/17,,Android,,AZ
4/4/17,,iPhone,32,WI
4/4/17,,iPhone,,KY
4/4/17,,iPhone,,CA
4/4/17,,Android,,TX
4/4/17,,Android,,FL
4/4/17,,iPhone,,GA
4/4/17,,iPhone,,NY
4/4/17,,iPhone,,PA
4/4/17,,Android,11,VA
4/4/17,,Android,,CA
4/4/17,,iPhone,,TX
4/4/17,,iPhone,14,CA
4/4/17,,Android,,CA
4/4/17,,Android,,TX
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,MO
4/4/17,,iPhone,,NJ
4/4/17,,iPhone,10,NY
4/4/17,,iPhone,,NY
4/4/17,,iPhone,,CA
4/4/17,,Android,27,OR
4/4/17,,Android,17,NJ
4/4/17,,Android,16,DC
4/4/17,,iPhone,,AZ
4/4/17,,iPhone,,CA
4/4/17,,iPhone,30,WA
4/4/17,,Android,30,CA
4/4/17,,Android,,CA
4/4/17,,Android,,CA
4/4/17,,Android,,TX
4/4/17,,iPhone,,OH
4/4/17,,iPhone,,OH
4/4/17,,iPhone,,NC
4/4/17,,Android,,CA
4/4/17,,Android,33,NV
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,TX
4/4/17,,Android,,OH
4/4/17,,iPhone,,MI
4/4/17,,iPhone,,NY
4/4/17,,Android,12,DC
4/4/17,,iPhone,,MA
4/4/17,,iPhone,,IL
4/4/17,,iPhone,,VA
4/4/17,,iPhone,,NY
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,NC
4/4/17,,iPhone,,MI
4/4/17,,iPhone,23,OH
4/4/17,,iPhone,,NY
4/4/17,,Android,,MA
4/4/17,,iPhone,,DC
4/4/17,,iPhone,21,FL
4/4/17,,iPhone,,VA
4/4/17,,Android,52,MO
4/4/17,,Android,,CA
4/4/17,,Android,,NY
4/4/17,,Android,,MD
4/4/17,,Android,,CA
4/4/17,,Android,,OH
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,MD
4/4/17,,iPhone,,NE
4/4/17,,Android,22,TX
4/4/17,,Android,,CA
4/4/17,,Android,23,VA
4/4/17,,Android,22,KY
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,TX
4/4/17,,iPhone,,AZ
4/4/17,,iPhone,,VA
4/4/17,,iPhone,,WI
4/4/17,,iPhone,,DC
4/4/17,,iPhone,,FL
4/4/17,,Android,,CA
4/4/17,,iPhone,31,NJ
4/4/17,,Android,,OH
4/4/17,,iPhone,20,CA
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,UT
4/4/17,,iPhone,,NY
4/4/17,,Android,,TX
4/4/17,,iPhone,62,AZ
4/4/17,,iPhone,,NY
4/4/17,,iPhone,,NY
4/4/17,,iPhone,,NJ
4/4/17,,iPhone,,IL
4/4/17,,Android,13,NY
4/4/17,,iPhone,,TN
4/4/17,,iPhone,,VA
4/4/17,,Android,,NY
4/4/17,,Android,,WA
4/4/17,,iPhone,,NY
4/4/17,,iPhone,,NC
4/4/17,,iPhone,,CT
4/4/17,,iPhone,,MN
4/4/17,,iPhone,,NY
4/4/17,,Android,,NJ
4/4/17,,iPhone,,PA
4/4/17,,iPhone,,PA
4/4/17,,Android,,PA
4/4/17,,iPhone,,MA
4/4/17,,iPhone,,IL
4/4/17,,iPhone,24,DC
4/4/17,,iPhone,,TX
4/4/17,,iPhone,,MA
4/4/17,,Android,17,CA
4/4/17,,iPhone,44,NC
4/4/17,,Android,33,PR
4/4/17,,iPhone,,TX
4/4/17,,iPhone,,LA
4/4/17,,iPhone,,IL
4/4/17,,Android,,MI
4/4/17,,iPhone,,VA
4/4/17,,iPhone,,AR
4/4/17,,iPhone,,VA
4/4/17,,Android,17,CA
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,OH
4/4/17,,iPhone,21,CA
4/4/17,,Android,,TX
4/4/17,,iPhone,,NM
4/4/17,,iPhone,,MA
4/4/17,,Android,,NY
4/4/17,,iPhone,,FL
4/4/17,,Android,,MA
4/4/17,,iPhone,,WA
4/4/17,,Android,9,CA
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,NY
4/4/17,,iPhone,,PA
4/4/17,,Android,,CA
4/4/17,,Android,,MO
4/4/17,,Android,,FL
4/4/17,,iPhone,,MI
4/4/17,,Android,,UT
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,NY
4/4/17,,Android,,FL
4/4/17,,iPhone,,OR
4/4/17,,iPhone,,OK
4/4/17,,iPhone,,NY
4/4/17,,iPhone,,CA
4/4/17,,Android,,IL
4/4/17,,iPhone,,WA
4/4/17,,Android,14,FL
4/4/17,,Android,,CA
4/4/17,,iPhone,,MN
4/4/17,,iPhone,,MO
4/4/17,,Android,,NY
4/4/17,,Android,25,CA
4/4/17,,Android,,LA
4/4/17,,iPhone,,CA
4/4/17,,Android,23,MO
4/4/17,,iPhone,,GA
4/4/17,,iPhone,,VA
4/4/17,,Android,,NJ
4/4/17,,iPhone,,IL
4/4/17,,iPhone,10,MI
4/4/17,,iPhone,,FL
4/4/17,,Android,,CA
4/4/17,,iPhone,28,PA
4/4/17,,iPhone,,DC
4/4/17,,Android,,WI
4/4/17,,iPhone,15,VA
4/4/17,,Android,,PA
4/4/17,,Android,20,MA
4/4/17,,Android,,MA
4/4/17,,Android,,NJ
4/4/17,,iPhone,,FL
4/4/17,,Android,,GA
4/4/17,,iPhone,,CT
4/4/17,,Android,,MN
4/4/17,,iPhone,,GA
4/4/17,,iPhone,,PA
4/4/17,,iPhone,15,UT
4/4/17,,iPhone,,WA
4/4/17,,iPhone,,NJ
4/4/17,,iPhone,,CA
4/4/17,,iPhone,,GA
4/4/17,,Android,,TX
4/4/17,,iPhone,,LA
4/4/17,,iPhone,,NJ
4/4/17,,iPhone,,NC
4/4/17,,iPhone,,MA
4/4/17,,Android,16,VA
4/4/17,,iPhone,,NC
4/4/17,,iPhone,,MI
4/4/17,,iPhone,,VA
4/4/17,,Android,24,CA
4/4/17,,Android,,FL
4/4/17,,iPhone,,NC
4/4/17,,iPhone,,IL
4/4/17,,iPhone,,TX
4/4/17,,iPhone,,OR
4/4/17,,iPhone,,MN
4/4/17,,Android,,IL
4/4/17,,iPhone,,KY
4/4/17,,iPhone,,NY
4/4/17,,iPhone,,GA
4/4/17,,Android,,CA
4/4/17,,iPhone,,NJ
4/4/17,,Android,,CO
4/4/17,,iPhone,,NJ
4/4/17,,Android,10,OR
4/4/17,,Android,,FL
4/4/17,,iPhone,,CA
4/4/17,,Android,12,MD
4/4/17,,iPhone,28,CA
4/4/17,,iPhone,,IL
4/4/17,,iPhone,,MN
4/4/17,,iPhone,19,CT
4/4/17,,Android,,PA
4/4/17,,iPhone,,MA
4/4/17,,iPhone,,GA
4/4/17,4/7/17,iPhone,,IL
4/4/17,4/6/17,iPhone,,UT
4/4/17,4/25/17,Android,,CA
4/4/17,4/7/17,Android,,TN
4/4/17,4/6/17,iPhone,,CO
4/4/17,4/11/17,iPhone,,IL
4/4/17,4/7/17,iPhone,,CA
4/4/17,4/20/17,iPhone,,CO
4/4/17,4/7/17,iPhone,19,IL
4/4/17,4/6/17,iPhone,,SC
4/4/17,4/6/17,iPhone,,AL
4/4/17,4/19/17,iPhone,,PA
4/4/17,4/9/17,iPhone,,TX
4/4/17,4/27/17,Android,,CA
4/4/17,4/7/17,iPhone,20,CO
4/4/17,4/7/17,iPhone,,NY
4/4/17,4/11/17,iPhone,,CO
4/4/17,4/17/17,Android,,NY
4/4/17,4/6/17,Android,31,CA
4/4/17,4/11/17,iPhone,,WA
4/4/17,4/5/17,iPhone,,MA
4/4/17,4/9/17,Android,16,NY
4/4/17,4/6/17,Android,,VA
4/4/17,4/7/17,iPhone,48,SC
4/4/17,4/12/17,Android,37,NV
4/4/17,4/7/17,Android,,VA
4/4/17,4/13/17,Android,,WA
4/4/17,4/7/17,iPhone,,TX
4/4/17,4/9/17,iPhone,12,MA
4/4/17,4/7/17,iPhone,24,IN
4/4/17,4/10/17,Android,8,NY
4/4/17,4/5/17,Android,,CA
4/4/17,4/6/17,Android,22,NY
4/4/17,4/19/17,Android,,TN
4/4/17,4/6/17,iPhone,,GA
4/4/17,4/27/17,Android,41,TX
4/4/17,4/25/17,iPhone,9,CA
4/4/17,4/8/17,iPhone,,PA
4/4/17,4/19/17,iPhone,,CA
4/4/17,4/16/17,iPhone,,CA
4/4/17,4/14/17,Android,,CO
4/4/17,4/6/17,iPhone,25,NY
4/4/17,4/11/17,iPhone,,UT
4/4/17,4/7/17,iPhone,17,CA
4/4/17,4/14/17,iPhone,,CA
4/4/17,4/7/17,iPhone,,UT
4/4/17,4/7/17,iPhone,,CA
4/4/17,4/14/17,iPhone,,MS
4/4/17,4/7/17,iPhone,,FL
4/4/17,4/5/17,iPhone,,VA
4/4/17,4/6/17,Android,19,NY
4/4/17,4/7/17,Android,32,NJ
4/4/17,4/5/17,iPhone,20,CA
4/4/17,4/7/17,iPhone,,NY
4/4/17,4/7/17,Android,,AZ
4/4/17,4/8/17,Android,,WA
4/4/17,4/6/17,Android,,CO
4/4/17,4/7/17,iPhone,,CT
4/4/17,4/6/17,iPhone,,LA
4/4/17,4/6/17,iPhone,11,NY
4/4/17,4/7/17,iPhone,,NH
4/4/17,4/5/17,Android,,NY
4/4/17,4/7/17,iPhone,,NY
4/4/17,4/6/17,Android,,AZ
4/4/17,4/7/17,iPhone,,CA
4/4/17,4/7/17,iPhone,,IL
4/4/17,4/6/17,iPhone,20,NY
4/4/17,4/6/17,Android,,TX
4/4/17,4/7/17,Android,,TX
4/4/17,4/29/17,Android,,FL
4/4/17,4/10/17,iPhone,,NY
4/4/17,4/7/17,iPhone,,OH
4/4/17,4/7/17,Android,,FL
4/4/17,4/7/17,Android,,CA
4/4/17,4/10/17,iPhone,38,CA
4/4/17,4/24/17,iPhone,,TN
4/4/17,4/8/17,Android,,MI
4/4/17,4/14/17,iPhone,,GA
4/4/17,4/7/17,iPhone,,FL
4/4/17,4/13/17,iPhone,,IL
4/4/17,4/7/17,iPhone,24,HI
4/4/17,4/20/17,iPhone,,AL
4/4/17,4/19/17,iPhone,14,PA
4/4/17,4/6/17,iPhone,,CO
4/4/17,4/7/17,Android,,CA
4/4/17,4/9/17,iPhone,,CA
4/4/17,4/13/17,iPhone,,GA
4/4/17,4/6/17,Android,32,GA
4/4/17,4/6/17,iPhone,10,NY
4/4/17,4/6/17,iPhone,,CA
4/4/17,4/13/17,iPhone,28,CA
4/4/17,4/7/17,iPhone,,AL
4/4/17,4/7/17,Android,,FL
4/4/17,4/10/17,Android,,OH
4/4/17,4/5/17,iPhone,,FL
4/4/17,4/19/17,iPhone,,CO
4/4/17,4/15/17,iPhone,,MA
4/4/17,4/14/17,Android,,CA
4/4/17,4/13/17,iPhone,,CO
4/4/17,4/14/17,iPhone,,CA
4/4/17,4/11/17,iPhone,,KS
4/4/17,4/10/17,iPhone,,MA
4/4/17,4/11/17,iPhone,,CA
4/4/17,4/7/17,iPhone,,FL
4/4/17,4/9/17,iPhone,,WA
4/4/17,4/10/17,iPhone,30,NV
4/4/17,4/7/17,iPhone,,NY
4/4/17,4/11/17,iPhone,50,CA
4/4/17,4/6/17,iPhone,,IL
4/4/17,4/15/17,Android,,CA
4/4/17,4/6/17,Android,52,CO
4/4/17,4/6/17,iPhone,,IL
4/4/17,4/7/17,iPhone,,AK
4/4/17,4/7/17,Android,,CA
4/4/17,4/8/17,iPhone,,CA
4/4/17,4/7/17,Android,,NY
4/4/17,4/5/17,iPhone,,NY
4/4/17,4/11/17,Android,,CA
4/4/17,4/17/17,Android,,CA
4/4/17,4/7/17,iPhone,,SC
4/4/17,4/7/17,iPhone,,CA
4/4/17,4/10/17,iPhone,,NY
4/4/17,4/6/17,iPhone,21,NY
4/4/17,4/7/17,Android,9,NY
4/4/17,4/13/17,iPhone,,CA
4/4/17,4/28/17,iPhone,35,OH
4/4/17,4/17/17,Android,15,WI
4/4/17,4/7/17,Android,,IN
4/4/17,4/9/17,iPhone,,CA
4/4/17,4/12/17,iPhone,39,NV
4/4/17,4/9/17,Android,13,WI
4/4/17,4/7/17,iPhone,,NJ
4/4/17,4/7/17,iPhone,,CA
4/4/17,4/13/17,Android,,CA
4/4/17,4/8/17,iPhone,15,MA
4/4/17,4/9/17,Android,9,GA
4/4/17,4/6/17,Android,14,NY
4/4/17,4/7/17,Android,,CA
4/4/17,4/7/17,iPhone,,CA
4/4/17,4/6/17,Android,,CA
4/4/17,4/7/17,Android,,CO
4/4/17,4/5/17,iPhone,,NJ
4/4/17,4/24/17,Android,,IL
4/4/17,4/7/17,Android,,KY
4/4/17,4/14/17,Android,,OK
4/4/17,4/6/17,Android,,NY
4/4/17,4/6/17,iPhone,,CA
4/4/17,4/5/17,iPhone,22,LA
4/4/17,4/7/17,Android,,OR
4/4/17,4/19/17,iPhone,,NC
4/4/17,4/6/17,iPhone,,MD
4/4/17,4/7/17,iPhone,,FL
4/4/17,4/10/17,Android,,FL
4/4/17,4/13/17,iPhone,35,CA
4/4/17,4/7/17,Android,,MA
4/4/17,4/7/17,Android,16,CA
4/4/17,4/19/17,Android,,TX
4/4/17,4/9/17,iPhone,,TX
4/4/17,4/7/17,iPhone,,NY
4/4/17,4/7/17,iPhone,,CA
4/4/17,4/18/17,Android,,PA
4/4/17,4/11/17,iPhone,,CA
4/4/17,4/9/17,iPhone,26,IL
4/4/17,4/7/17,iPhone,,OH
4/4/17,4/12/17,iPhone,,TX
4/4/17,4/6/17,Android,,PA
4/4/17,4/25/17,iPhone,,MA
4/4/17,4/10/17,iPhone,24,OH
4/4/17,4/7/17,iPhone,,NY
4/4/17,4/7/17,Android,43,NY
4/4/17,4/6/17,iPhone,,DC
4/4/17,4/22/17,iPhone,,CA
4/4/17,4/6/17,iPhone,,TX
4/4/17,4/12/17,Android,,VA
4/4/17,4/10/17,Android,,VA
4/4/17,4/14/17,Android,,CA
4/4/17,4/7/17,iPhone,,FL
4/4/17,4/7/17,iPhone,,IN
4/4/17,4/24/17,Android,,NH
4/4/17,4/25/17,Android,,CO
4/4/17,4/9/17,Android,,CA
4/4/17,4/10/17,Android,,NY
4/4/17,4/7/17,Android,,UT
4/4/17,4/11/17,Android,,WA
4/4/17,4/14/17,Android,37,NY
4/4/17,4/17/17,iPhone,,CA
4/4/17,4/14/17,Android,,DC
4/4/17,4/6/17,Android,8,LA
4/4/17,4/19/17,iPhone,,WI
4/4/17,4/11/17,iPhone,,IL
4/4/17,4/7/17,iPhone,,FL
4/4/17,4/6/17,iPhone,,NV
4/4/17,4/7/17,Android,13,CA
4/4/17,4/14/17,iPhone,31,NY
4/4/17,4/6/17,iPhone,,MA
4/4/17,4/7/17,iPhone,,TN
4/4/17,4/9/17,Android,9,NY
4/4/17,4/11/17,iPhone,,MA
4/4/17,4/7/17,Android,7,NY
4/4/17,4/5/17,iPhone,,TX
4/4/17,4/5/17,Android,,IL
4/4/17,4/29/17,iPhone,,NY
4/4/17,4/11/17,Android,,CA
4/4/17,4/5/17,iPhone,,OR
4/4/17,4/16/17,Android,,NY
4/4/17,4/15/17,iPhone,,WI
4/4/17,4/11/17,Android,,NY
4/4/17,4/12/17,iPhone,,IA
4/4/17,4/21/17,Android,,RI
4/4/17,4/12/17,iPhone,,NY
4/4/17,4/6/17,Android,14,CA
4/4/17,4/7/17,iPhone,,TX
4/4/17,4/7/17,iPhone,,AZ
4/4/17,4/9/17,iPhone,,MI
4/4/17,4/7/17,iPhone,,OR
4/4/17,4/8/17,Android,,FL
4/4/17,4/7/17,Android,21,NY
4/4/17,4/7/17,iPhone,,CA
4/4/17,4/25/17,iPhone,,NY
4/4/17,4/9/17,Android,,TX
4/4/17,4/7/17,iPhone,,CA
4/4/17,4/7/17,Android,,CA
4/4/17,4/19/17,Android,,CA
4/4/17,4/23/17,iPhone,,CA
4/4/17,4/6/17,iPhone,,IN
4/4/17,4/20/17,iPhone,18,NY
4/4/17,4/6/17,iPhone,28,MI
4/4/17,4/12/17,iPhone,,NJ
4/4/17,4/9/17,iPhone,,CA
4/4/17,4/7/17,iPhone,,GA
4/4/17,4/7/17,iPhone,,NJ
4/4/17,4/8/17,Android,,CA
4/4/17,4/12/17,iPhone,,NJ
4/4/17,4/9/17,iPhone,,NJ
4/4/17,4/7/17,iPhone,,HI
4/4/17,4/6/17,iPhone,,CA
4/4/17,4/8/17,iPhone,,TX
4/4/17,4/15/17,iPhone,,CA
4/4/17,4/10/17,iPhone,,IL
4/4/17,4/7/17,Android,,CO
4/4/17,4/7/17,iPhone,,CA
4/4/17,4/7/17,iPhone,29,NJ
4/4/17,4/21/17,Android,,FL
4/4/17,4/8/17,Android,,NY
4/4/17,4/13/17,Android,,MA
4/4/17,4/7/17,iPhone,,FL
4/4/17,4/18/17,iPhone,23,CA
4/4/17,4/10/17,iPhone,,CA
4/4/17,4/10/17,iPhone,29,CA
4/4/17,4/11/17,iPhone,,CA
4/4/17,4/6/17,iPhone,21,GA
4/4/17,4/6/17,iPhone,,OH
4/4/17,4/14/17,iPhone,,CA
4/4/17,4/6/17,iPhone,,MO
4/4/17,4/7/17,Android,,TX
4/4/17,4/8/17,Android,,NJ
4/4/17,4/11/17,iPhone,,AZ
4/4/17,4/7/17,iPhone,,MD
4/4/17,4/6/17,iPhone,,TX
4/4/17,4/7/17,iPhone,,PA
4/4/17,4/6/17,iPhone,36,NY
4/4/17,4/26/17,iPhone,,NJ
4/4/17,4/13/17,iPhone,,CA
4/4/17,4/24/17,Android,24,NJ
4/4/17,4/16/17,iPhone,,AK
4/4/17,4/9/17,iPhone,,OH
4/4/17,4/10/17,iPhone,24,OH
4/4/17,4/7/17,iPhone,,TN
4/4/17,4/12/17,Android,35,RI
4/4/17,4/19/17,Android,,CA
4/4/17,4/5/17,iPhone,,NJ
4/4/17,4/17/17,iPhone,,NH
4/4/17,4/25/17,iPhone,32,NE
4/4/17,4/15/17,Android,,CA
4/4/17,4/11/17,iPhone,,NY
4/4/17,4/6/17,iPhone,,OH
4/4/17,4/12/17,iPhone,,CA
4/4/17,4/12/17,Android,,CA
4/4/17,4/7/17,iPhone,,VA
4/4/17,4/7/17,iPhone,39,TX
